UID,Cat,Valence,Activation,Dominance,Cat_Type,speaker,group
Ses02M_script01_3_M033,sad,1.5,3.5,4.5,4,4,scr
Ses02M_script01_3_M034,sad,2.5,3.5,4.5,4,4,scr
Ses02M_script01_3_M035,sad,2.5,2.5,4.5,4,4,scr
Ses02M_script01_3_M036,neu,3,2.5,3.5,1,4,scr
Ses02M_script01_3_M037,xxx,4,3.5,4,0,4,scr
Ses02M_script02_1_F000,neu,2.5,2.5,2,1,3,scr
Ses02M_script02_1_F001,neu,2,2,2,1,3,scr
Ses02M_script02_1_F002,fru,2,2.5,3,9,3,scr
Ses02M_script02_1_F003,fru,2,3,3,9,3,scr
Ses02M_script02_1_F004,fru,2,3.5,3,9,3,scr
Ses02M_script02_1_F005,neu,2.5,1.5,2,1,3,scr
Ses02M_script02_1_F006,neu,2,2.5,2.5,1,3,scr
Ses02M_script02_1_F007,fru,2,3,2.5,9,3,scr
Ses02M_script02_1_F008,fru,2,3,3,9,3,scr
Ses02M_script02_1_F009,fru,2.5,3,3,9,3,scr
Ses02M_script02_1_F010,fru,2.5,2.5,2.5,9,3,scr
Ses02M_script02_1_F011,neu,2,3,3,1,3,scr
Ses02M_script02_1_F012,fru,2,3.5,3,9,3,scr
Ses02M_script02_1_F013,fru,2,3.5,3,9,3,scr
Ses02M_script02_1_F014,fru,2,4,3,9,3,scr
Ses02M_script02_1_F015,fru,2,3,2.5,9,3,scr
Ses02M_script02_1_F016,sad,2.5,3,2,4,3,scr
Ses02M_script02_1_F017,neu,2.5,2.5,2.5,1,3,scr
Ses02M_script02_1_F018,ang,2,4,3.5,3,3,scr
Ses02M_script02_1_F019,fru,2.5,2.5,2.5,9,3,scr
Ses02M_script02_1_F020,neu,2.5,2.5,3,1,3,scr
Ses02M_script02_1_F021,neu,2.5,2,2,1,3,scr
Ses02M_script02_1_F022,fru,2,2.5,2.5,9,3,scr
Ses02M_script02_1_M000,exc,4,3.5,2.5,5,4,scr
Ses02M_script02_1_M001,exc,4.5,3.5,2.5,5,4,scr
Ses02M_script02_1_M002,xxx,4,2,2,0,4,scr
Ses02M_script02_1_M003,exc,4,3,2,5,4,scr
Ses02M_script02_1_M004,exc,4,3,2,5,4,scr
Ses02M_script02_1_M005,exc,4,3,1.5,5,4,scr
Ses02M_script02_1_M006,exc,2.5,2.5,2.5,5,4,scr
Ses02M_script02_1_M007,fru,2.5,2,2,9,4,scr
Ses02M_script02_1_M008,fru,3,3,2,9,4,scr
Ses02M_script02_1_M009,xxx,2.5,2,2,0,4,scr
Ses02M_script02_1_M010,xxx,3.5,2.5,2,0,4,scr
Ses02M_script02_1_M011,xxx,4,2.5,2,0,4,scr
Ses02M_script02_1_M012,xxx,4,2.5,2,0,4,scr
Ses02M_script02_1_M013,exc,3.5,3,2.5,5,4,scr
Ses02M_script02_1_M014,exc,3.5,3,2.5,5,4,scr
Ses02M_script02_1_M015,exc,4,3.5,2,5,4,scr
Ses02M_script02_1_M016,exc,4,2.5,2,5,4,scr
Ses02M_script02_1_M017,xxx,3,3.5,2,0,4,scr
Ses02M_script02_1_M018,fru,2.5,3.5,3,9,4,scr
Ses02M_script02_1_M019,xxx,2.5,3,3,0,4,scr
Ses02M_script02_1_M020,xxx,2.5,3.5,3,0,4,scr
Ses02M_script02_1_M021,xxx,2.5,2.5,3,0,4,scr
Ses02M_script02_1_M022,sur,2.5,3.5,2,6,4,scr
Ses02M_script02_1_M023,exc,3.5,3.5,2.5,5,4,scr
Ses02M_script02_1_M024,exc,3.5,3.5,3.5,5,4,scr
Ses02M_script02_1_M025,exc,3,4,3,5,4,scr
Ses02M_script02_1_M026,exc,4.5,3,2.5,5,4,scr
Ses02M_script02_1_M027,fru,3.5,3.5,2.5,9,4,scr
Ses02M_script02_1_M028,exc,3,4,2.5,5,4,scr
Ses02M_script02_1_M029,exc,3,3.5,3,5,4,scr
Ses02M_script02_1_M030,sur,2,2.5,1.5,6,4,scr
Ses02M_script02_1_M031,xxx,2,2.5,3,0,4,scr
Ses02M_script02_1_M032,fru,2.5,2.5,2.5,9,4,scr
Ses02M_script02_1_M033,xxx,2.5,2.5,2.5,0,4,scr
Ses02M_script02_1_M034,fru,4,2,2,9,4,scr
Ses02M_script02_1_M035,exc,2.5,2,2,5,4,scr
Ses02M_script02_1_M036,exc,4.5,3,2.5,5,4,scr
Ses02M_script02_1_M037,exc,4,3,2.5,5,4,scr
Ses02M_script02_1_M038,exc,3.5,3,2.5,5,4,scr
Ses02M_script02_1_M039,exc,3.5,3.5,2.5,5,4,scr
Ses02M_script02_1_M040,exc,3,3.5,2.5,5,4,scr
Ses02M_script02_1_M041,exc,4,3.5,2.5,5,4,scr
Ses02M_script02_1_M042,exc,4.5,3,2.5,5,4,scr
Ses02M_script02_1_M043,xxx,3,2,1.5,0,4,scr
Ses02M_script02_1_M044,xxx,3,2.5,1.5,0,4,scr
Ses02M_script02_2_F000,xxx,3,2,3,0,3,scr
Ses02M_script02_2_F001,fru,3,2,2.5,9,3,scr
Ses02M_script02_2_F002,xxx,2,3.5,3.5,0,3,scr
Ses02M_script02_2_F003,xxx,2,3.5,4,0,3,scr
Ses02M_script02_2_F004,xxx,2,3.5,3.5,0,3,scr
Ses02M_script02_2_F005,ang,1.5,4.5,4.5,3,3,scr
Ses02M_script02_2_F006,ang,1.5,4,4.5,3,3,scr
Ses02M_script02_2_F007,fru,1.5,3.5,3.5,9,3,scr
Ses02M_script02_2_F008,fru,2,3.5,3.5,9,3,scr
Ses02M_script02_2_F009,fru,2.5,3,4,9,3,scr
Ses02M_script02_2_F010,fru,1.5,4,4.5,9,3,scr
Ses02M_script02_2_F011,ang,1.5,4,4.5,3,3,scr
Ses02M_script02_2_F012,fru,1.5,3,3.5,9,3,scr
Ses02M_script02_2_F013,ang,1.5,3.5,4.5,3,3,scr
Ses02M_script02_2_F014,fru,1,4.5,4.5,9,3,scr
Ses02M_script02_2_F015,sad,2.5,3,3,4,3,scr
Ses02M_script02_2_F016,sad,2.5,3.5,4,4,3,scr
Ses02M_script02_2_F017,sad,4,4,4.5,4,3,scr
Ses02M_script02_2_F018,sad,3,4,4,4,3,scr
Ses02M_script02_2_F019,sad,4,4,4,4,3,scr
Ses02M_script02_2_F020,sad,2,2.5,3.5,4,3,scr
Ses02M_script02_2_F021,sad,3,2,2,4,3,scr
Ses02M_script02_2_F022,sad,3,2,2.5,4,3,scr
Ses02M_script02_2_F023,xxx,2.5,2,2.5,0,3,scr
Ses02M_script02_2_F024,xxx,3,2,2.5,0,3,scr
Ses02M_script02_2_F025,fru,2,2.5,3,9,3,scr
Ses02M_script02_2_F026,fru,2,3,4,9,3,scr
Ses02M_script02_2_F027,fru,1.5,3.5,3.5,9,3,scr
Ses02M_script02_2_F028,fru,1.5,3.5,4.5,9,3,scr
Ses02M_script02_2_F029,fru,2,4,4,9,3,scr
Ses02M_script02_2_F030,fru,1.5,3.5,4,9,3,scr
Ses02M_script02_2_F031,sad,2,4,4,4,3,scr
Ses02M_script02_2_F032,fru,1.5,3.5,4,9,3,scr
Ses02M_script02_2_F033,xxx,2,2.5,3.5,0,3,scr
Ses02M_script02_2_F034,sad,2,3.5,4,4,3,scr
Ses02M_script02_2_F035,xxx,2,3,3.5,0,3,scr
Ses02M_script02_2_F036,xxx,2.5,3,4,0,3,scr
Ses02M_script02_2_F037,hap,2,3,3.5,2,3,scr
Ses02M_script02_2_F038,sad,2,4,4.5,4,3,scr
Ses02M_script02_2_F039,xxx,3.5,4,3.5,0,3,scr
Ses02M_script02_2_F040,xxx,4,3,3,0,3,scr
Ses02M_script02_2_F041,xxx,4,3.5,3,0,3,scr
Ses02M_script02_2_F042,hap,4,3,3,2,3,scr
Ses02M_script02_2_F043,xxx,4,2.5,3.5,0,3,scr
Ses02M_script02_2_F044,sad,2.5,2.5,3,4,3,scr
Ses02M_script02_2_F045,hap,4,2.5,2.5,2,3,scr
Ses02M_script02_2_F046,neu,5,4,0.5,1,3,scr
Ses02M_script02_2_M000,neu,3.5,3,2.5,1,4,scr
Ses02M_script02_2_M001,neu,3,2.5,3,1,4,scr
Ses02M_script02_2_M002,neu,2.5,3.5,4,1,4,scr
Ses02M_script02_2_M003,xxx,2.5,4,3.5,0,4,scr
Ses02M_script02_2_M004,xxx,2.5,3,2.5,0,4,scr
Ses02M_script02_2_M005,fru,3,3.5,2,9,4,scr
Ses02M_script02_2_M006,fru,1.5,3.5,3.5,9,4,scr
Ses02M_script02_2_M007,fru,2.5,4,4,9,4,scr
Ses02M_script02_2_M008,fru,2.5,3.5,3,9,4,scr
Ses02M_script02_2_M009,fru,2.5,3,3,9,4,scr
Ses02M_script02_2_M010,neu,2.5,3,4,1,4,scr
Ses02M_script02_2_M011,fru,2.5,2.5,2,9,4,scr
Ses02M_script02_2_M012,fru,2.5,3.5,3.5,9,4,scr
Ses02M_script02_2_M013,xxx,2.5,2.5,2.5,0,4,scr
Ses02M_script02_2_M014,fru,2.5,4,4,9,4,scr
Ses02M_script02_2_M015,neu,2.5,3.5,3.5,1,4,scr
Ses02M_script02_2_M016,neu,3,4,3.5,1,4,scr
Ses02M_script02_2_M017,neu,3,3.5,3.5,1,4,scr
Ses02M_script02_2_M018,xxx,4,3,3.5,0,4,scr
Ses02M_script02_2_M019,exc,4,4,3.5,5,4,scr
Ses02M_script02_2_M020,exc,4,4,3,5,4,scr
Ses02M_script02_2_M021,neu,3,3.5,3.5,1,4,scr
Ses02M_script02_2_M022,neu,3,3.5,3.5,1,4,scr
Ses02M_script02_2_M023,neu,3,3,2.5,1,4,scr
Ses02M_script02_2_M024,xxx,2.5,3,3,0,4,scr
Ses02M_script02_2_M025,neu,2.5,3,3,1,4,scr
Ses02M_script02_2_M026,fru,2,3.5,3.5,9,4,scr
Ses02M_script02_2_M027,fru,2,3,3.5,9,4,scr
Ses02M_script02_2_M028,fru,2,4.5,4,9,4,scr
Ses02M_script02_2_M029,ang,1,4.5,4.5,3,4,scr
Ses02M_script02_2_M030,xxx,2,3.5,4,0,4,scr
Ses02M_script02_2_M031,fru,2,3,4,9,4,scr
Ses02M_script02_2_M032,fru,2,3.5,4,9,4,scr
Ses02M_script02_2_M033,xxx,2.5,3,3.5,0,4,scr
Ses02M_script02_2_M034,xxx,3,3,3,0,4,scr
Ses02M_script02_2_M035,sad,3,2.5,3,4,4,scr
Ses02M_script02_2_M036,xxx,3,2.5,3,0,4,scr
Ses02M_script02_2_M037,sad,2,3,2,4,4,scr
Ses02M_script02_2_M038,sad,2,2.5,3.5,4,4,scr
Ses02M_script02_2_M039,xxx,3,2,2,0,4,scr
Ses02M_script02_2_M040,hap,3,2,3,2,4,scr
Ses02M_script02_2_M041,hap,4,3,3.5,2,4,scr
Ses02M_script02_2_M042,hap,4,3.5,3.5,2,4,scr
Ses02M_script02_2_M043,xxx,3,2.5,3,0,4,scr
Ses02M_script02_2_M044,xxx,3,3,3,0,4,scr
Ses02M_script02_2_M045,hap,3.5,2,3,2,4,scr
Ses02M_script02_2_M046,hap,3.5,2.5,2.5,2,4,scr
Ses02M_script03_1_F000,xxx,2.5,3.5,1.5,0,3,scr
Ses02M_script03_1_F001,xxx,2.5,3.5,2,0,3,scr
Ses02M_script03_1_F002,exc,2.5,4.5,1,5,3,scr
Ses02M_script03_1_F003,hap,3,2.5,2,2,3,scr
Ses02M_script03_1_F004,xxx,2.5,2,2.5,0,3,scr
Ses02M_script03_1_F005,exc,4,3.5,2,5,3,scr
Ses02M_script03_1_F006,hap,4,3,2.5,2,3,scr
Ses02M_script03_1_F007,hap,4,2.5,2.5,2,3,scr
Ses02M_script03_1_F008,xxx,2.5,2.5,2.5,0,3,scr
Ses02M_script03_1_F009,xxx,2.5,2,3,0,3,scr
Ses02M_script03_1_F010,xxx,4,2.5,2.5,0,3,scr
Ses02M_script03_1_F011,xxx,3.5,3,3,0,3,scr
Ses02M_script03_1_F012,exc,4,2,2,5,3,scr
Ses02M_script03_1_F013,xxx,4,2.5,3,0,3,scr
Ses02M_script03_1_F014,xxx,2.5,2.5,2,0,3,scr
Ses02M_script03_1_F015,sad,2.5,2.5,2,4,3,scr
Ses02M_script03_1_F016,fea,3,2.5,2,7,3,scr
Ses02M_script03_1_F017,xxx,3,3,1.5,0,3,scr
Ses02M_script03_1_F018,xxx,3.5,2.5,2.5,0,3,scr
Ses02M_script03_1_F019,xxx,3.5,2.5,3,0,3,scr
Ses02M_script03_1_F020,xxx,4,3,3,0,3,scr
Ses02M_script03_1_F021,hap,4,2.5,2,2,3,scr
Ses02M_script03_1_F022,hap,4,3,2.5,2,3,scr
Ses02M_script03_1_F023,hap,4,3,2.5,2,3,scr
Ses02M_script03_1_F024,hap,3.5,1.5,2.5,2,3,scr
Ses02M_script03_1_F025,hap,4,3.5,2.5,2,3,scr
Ses02M_script03_1_F026,xxx,3.5,2,3,0,3,scr
Ses02M_script03_1_F027,hap,4.5,3,2.5,2,3,scr
Ses02M_script03_1_F028,hap,4,3.5,2,2,3,scr
Ses02M_script03_1_F029,hap,4,2.5,2.5,2,3,scr
Ses02M_script03_1_M000,fea,2.5,4.5,1.5,7,4,scr
Ses02M_script03_1_M001,xxx,2.5,3,1.5,0,4,scr
Ses02M_script03_1_M002,fea,2.5,3,2,7,4,scr
Ses02M_script03_1_M003,fea,3,3.5,2,7,4,scr
Ses02M_script03_1_M004,xxx,4,3,2.5,0,4,scr
Ses02M_script03_1_M005,exc,3.5,3.5,1.5,5,4,scr
Ses02M_script03_1_M006,fea,3.5,3,2.5,7,4,scr
Ses02M_script03_1_M007,hap,4,2.5,2.5,2,4,scr
Ses02M_script03_1_M008,hap,4,2.5,2.5,2,4,scr
Ses02M_script03_1_M009,sad,3.5,2.5,2.5,4,4,scr
Ses02M_script03_1_M010,hap,4,3,2.5,2,4,scr
Ses02M_script03_1_M011,hap,4,3.5,2.5,2,4,scr
Ses02M_script03_1_M012,exc,4,3,3,5,4,scr
Ses02M_script03_1_M013,xxx,4,3.5,3.5,0,4,scr
Ses02M_script03_1_M014,exc,4,3.5,3,5,4,scr
Ses02M_script03_1_M015,exc,4,2.5,3,5,4,scr
Ses02M_script03_1_M016,sad,3,1.5,2.5,4,4,scr
Ses02M_script03_1_M017,xxx,3.5,2,2.5,0,4,scr
Ses02M_script03_1_M018,exc,4,3.5,2.5,5,4,scr
Ses02M_script03_1_M019,exc,4,3.5,2.5,5,4,scr
Ses02M_script03_1_M020,exc,4,2.5,3,5,4,scr
Ses02M_script03_1_M021,exc,4.5,3,3,5,4,scr
Ses02M_script03_1_M022,exc,4,3,3,5,4,scr
Ses02M_script03_1_M023,xxx,4.5,3.5,2.5,0,4,scr
Ses02M_script03_1_M024,hap,4,2.5,2,2,4,scr
Ses02M_script03_1_M025,xxx,4,2.5,2.5,0,4,scr
Ses02M_script03_1_M026,xxx,3,3.5,3,0,4,scr
Ses02M_script03_1_M027,xxx,3.5,2,2,0,4,scr
Ses02M_script03_1_M028,xxx,3.5,3,3,0,4,scr
Ses02M_script03_1_M029,hap,4,3.5,2.5,2,4,scr
Ses02M_script03_1_M030,xxx,3.5,3,1.5,0,4,scr
Ses02M_script03_1_M031,hap,4,4,2.5,2,4,scr
Ses02M_script03_1_M032,xxx,3.5,2,2.5,0,4,scr
Ses02M_script03_1_M033,xxx,3,2.5,2.5,0,4,scr
Ses02M_script03_2_F000,exc,3,2.5,3.5,5,3,scr
Ses02M_script03_2_F001,exc,2,3,3.5,5,3,scr
Ses02M_script03_2_F002,neu,2.5,3.5,4,1,3,scr
Ses02M_script03_2_F003,neu,2.5,3,3.5,1,3,scr
Ses02M_script03_2_F004,xxx,4,3.5,3,0,3,scr
Ses02M_script03_2_F005,neu,2.5,2.5,3,1,3,scr
Ses02M_script03_2_F006,neu,3,3,3,1,3,scr
Ses02M_script03_2_F007,neu,2.5,3,3.5,1,3,scr
Ses02M_script03_2_F008,fru,2,2.5,3.5,9,3,scr
Ses02M_script03_2_F009,neu,3,2,3,1,3,scr
Ses02M_script03_2_F010,xxx,2,3,3.5,0,3,scr
Ses02M_script03_2_F011,neu,2,3,3,1,3,scr
Ses02M_script03_2_F012,neu,2.5,2.5,3.5,1,3,scr
Ses02M_script03_2_F013,xxx,2,3,4,0,3,scr
Ses02M_script03_2_F014,ang,2,2.5,4,3,3,scr
Ses02M_script03_2_F015,neu,3,3.5,4,1,3,scr
Ses02M_script03_2_F016,xxx,3,4,4,0,3,scr
Ses02M_script03_2_F017,xxx,4,4,3.5,0,3,scr
Ses02M_script03_2_F018,fru,2,3,3.5,9,3,scr
Ses02M_script03_2_F019,ang,2,3,3.5,3,3,scr
Ses02M_script03_2_F020,xxx,2.5,2.5,4,0,3,scr
Ses02M_script03_2_F021,xxx,2,3,4.5,0,3,scr
Ses02M_script03_2_F022,xxx,2.5,3,3.5,0,3,scr
Ses02M_script03_2_F023,ang,1.5,4,4.5,3,3,scr
Ses02M_script03_2_F024,neu,3,3,3,1,3,scr
Ses02M_script03_2_F025,xxx,2.5,3,4,0,3,scr
Ses02M_script03_2_F026,xxx,2.5,3,4,0,3,scr
Ses02M_script03_2_F027,xxx,2.5,3,4.5,0,3,scr
Ses02M_script03_2_F028,ang,1.5,2.5,4,3,3,scr
Ses02M_script03_2_F029,xxx,2.5,3.5,4,0,3,scr
Ses02M_script03_2_F030,xxx,2.5,2,3.5,0,3,scr
Ses02M_script03_2_F031,xxx,2.5,2,3.5,0,3,scr
Ses02M_script03_2_F032,xxx,3,2,3,0,3,scr
Ses02M_script03_2_F033,xxx,1.5,3,4,0,3,scr
Ses02M_script03_2_F034,fru,1.5,4,4,9,3,scr
Ses02M_script03_2_F035,ang,1.5,3.5,4.5,3,3,scr
Ses02M_script03_2_F036,ang,1.5,4.5,4.5,3,3,scr
Ses02M_script03_2_F037,ang,1,5,5,3,3,scr
Ses02M_script03_2_F038,ang,1,5,5,3,3,scr
Ses02M_script03_2_F039,ang,1,4.5,5,3,3,scr
Ses02M_script03_2_F040,ang,2,4,4.5,3,3,scr
Ses02M_script03_2_F041,ang,1,5,5,3,3,scr
Ses02M_script03_2_F042,ang,1,4.5,4.5,3,3,scr
Ses02M_script03_2_M000,neu,3,3,4,1,4,scr
Ses02M_script03_2_M001,ang,2.5,3,3.5,3,4,scr
Ses02M_script03_2_M002,xxx,2.5,3.5,4,0,4,scr
Ses02M_script03_2_M003,ang,2.5,2.5,4.5,3,4,scr
Ses02M_script03_2_M004,xxx,2.5,3.5,4,0,4,scr
Ses02M_script03_2_M005,ang,2.5,3,3.5,3,4,scr
Ses02M_script03_2_M006,xxx,1.5,3.5,4,0,4,scr
Ses02M_script03_2_M007,ang,2.5,3,4.5,3,4,scr
Ses02M_script03_2_M008,xxx,2.5,3,3.5,0,4,scr
Ses02M_script03_2_M009,xxx,2,3,3.5,0,4,scr
Ses02M_script03_2_M010,neu,3,3,2.5,1,4,scr
Ses02M_script03_2_M011,neu,3,3,3.5,1,4,scr
Ses02M_script03_2_M012,neu,2.5,3,4,1,4,scr
Ses02M_script03_2_M013,xxx,2,4,3.5,0,4,scr
Ses02M_script03_2_M014,xxx,2.5,3,4,0,4,scr
Ses02M_script03_2_M015,fru,2,3,3,9,4,scr
Ses02M_script03_2_M016,neu,3,3,3,1,4,scr
Ses02M_script03_2_M017,xxx,2.5,2,3,0,4,scr
Ses02M_script03_2_M018,neu,3.5,3,3.5,1,4,scr
Ses02M_script03_2_M019,xxx,2.5,3,3,0,4,scr
Ses02M_script03_2_M020,xxx,2.5,3.5,4.5,0,4,scr
Ses02M_script03_2_M021,fru,2.5,3.5,4.5,9,4,scr
Ses02M_script03_2_M022,fru,2.5,3,4.5,9,4,scr
Ses02M_script03_2_M023,fru,2.5,3.5,4,9,4,scr
Ses02M_script03_2_M024,neu,2.5,3.5,3.5,1,4,scr
Ses02M_script03_2_M025,xxx,3,3,3.5,0,4,scr
Ses02M_script03_2_M026,ang,2.5,3.5,4,3,4,scr
Ses02M_script03_2_M027,ang,2.5,3.5,4,3,4,scr
Ses02M_script03_2_M028,xxx,1.5,2.5,4.5,0,4,scr
Ses02M_script03_2_M029,xxx,2,4,4.5,0,4,scr
Ses02M_script03_2_M030,xxx,2.5,3.5,4,0,4,scr
Ses02M_script03_2_M031,ang,3,3.5,4,3,4,scr
Ses02M_script03_2_M032,neu,3.5,3,3.5,1,4,scr
Ses02M_script03_2_M033,neu,3,2.5,3,1,4,scr
Ses02M_script03_2_M034,xxx,2.5,3,4,0,4,scr
Ses02M_script03_2_M035,xxx,3,3.5,3.5,0,4,scr
Ses02M_script03_2_M036,xxx,2.5,3,3.5,0,4,scr
Ses02M_script03_2_M037,fru,2,2.5,3.5,9,4,scr
Ses02M_script03_2_M038,xxx,2,3.5,4.5,0,4,scr
Ses02M_script03_2_M039,ang,2,4,4,3,4,scr
Ses02M_script03_2_M040,ang,2,3.5,4,3,4,scr
Ses02M_script03_2_M041,ang,2.5,3.5,3,3,4,scr
Ses02M_script03_2_M042,ang,1.5,4,4.5,3,4,scr
Ses02M_script03_2_M043,ang,2,2.5,4,3,4,scr
Ses02M_script03_2_M044,ang,1.5,2.5,4,3,4,scr
Ses02M_script03_2_M045,ang,2,3.5,3.5,3,4,scr
Ses02M_script03_2_M046,ang,2.5,3.5,4,3,4,scr
Ses02M_script03_2_M047,ang,1.5,4.5,5,3,4,scr
Ses03F_impro01_F000,xxx,2.6667,3.6667,3.3333,0,5,imp
Ses03F_impro01_F001,xxx,3,3.3333,2.6667,0,5,imp
Ses03F_impro01_F002,neu,2.6667,2.3333,2.3333,1,5,imp
Ses03F_impro01_F003,fru,2.3333,3.6667,3.6667,9,5,imp
Ses03F_impro01_F004,fru,3,3.3333,2.6667,9,5,imp
Ses03F_impro01_F005,fru,2,3.6667,4,9,5,imp
Ses03F_impro01_F006,fru,2,4.3333,3.6667,9,5,imp
Ses03F_impro01_F007,fru,2,3.6667,3.3333,9,5,imp
Ses03F_impro01_F008,fru,2,3.3333,2,9,5,imp
Ses03F_impro01_F009,fru,2,4,2.3333,9,5,imp
Ses03F_impro01_F010,xxx,2,4.3333,3.6667,0,5,imp
Ses03F_impro01_F011,fru,3.3333,3.3333,2,9,5,imp
Ses03F_impro01_M000,xxx,3,2.3333,2.3333,0,6,imp
Ses03F_impro01_M001,neu,2.6667,2.3333,2,1,6,imp
Ses03F_impro01_M002,neu,3,2.6667,3.3333,1,6,imp
Ses03F_impro01_M003,neu,3,3,3,1,6,imp
Ses03F_impro01_M004,neu,3,2,2.6667,1,6,imp
Ses03F_impro01_M005,neu,3,2.6667,2.6667,1,6,imp
Ses03F_impro01_M006,fru,3,2.6667,2.3333,9,6,imp
Ses03F_impro01_M007,fru,2.3333,3.6667,3.6667,9,6,imp
Ses03F_impro01_M008,fru,2.6667,2.6667,3.3333,9,6,imp
Ses03F_impro01_M009,fru,3,3.3333,3.3333,9,6,imp
Ses03F_impro01_M010,xxx,2.6667,2.3333,3.6667,0,6,imp
Ses03F_impro01_M011,xxx,2,3.6667,4.3333,0,6,imp
Ses03F_impro02_F000,neu,4,2.5,1,1,5,imp
Ses03F_impro02_F001,neu,3.5,2,1,1,5,imp
Ses03F_impro02_F002,xxx,3,1.5,1,0,5,imp
Ses03F_impro02_F003,xxx,3.5,3,1,0,5,imp
Ses03F_impro02_F004,xxx,3,2.5,1.5,0,5,imp
Ses03F_impro02_F005,exc,4,2,1,5,5,imp
Ses03F_impro02_F006,xxx,3,2,1.5,0,5,imp
Ses03F_impro02_F007,exc,3,3,1.5,5,5,imp
Ses03F_impro02_F008,sad,2.5,2,1.5,4,5,imp
Ses03F_impro02_F009,xxx,2.5,2.5,1.5,0,5,imp
Ses03F_impro02_F010,sad,3,2.5,1.5,4,5,imp
Ses03F_impro02_F011,sad,2.5,2,1.5,4,5,imp
Ses03F_impro02_F012,sad,2,1.5,1,4,5,imp
Ses03F_impro02_F013,xxx,2.5,2.5,1.5,0,5,imp
Ses03F_impro02_F014,fru,2.5,3,2.5,9,5,imp
Ses03F_impro02_F015,sad,2.5,2,1.5,4,5,imp
Ses03F_impro02_F016,fru,2.5,3,2,9,5,imp
Ses03F_impro02_F017,fru,2,3.5,2,9,5,imp
Ses03F_impro02_F018,sad,2,3,2.5,4,5,imp
Ses03F_impro02_F019,sad,2,2,1.5,4,5,imp
Ses03F_impro02_F020,sad,1.5,2,1.5,4,5,imp
Ses03F_impro02_F021,sad,2,3.5,1.5,4,5,imp
Ses03F_impro02_F022,fru,2,3.5,2.5,9,5,imp
Ses03F_impro02_F023,sad,2,3,1.5,4,5,imp
Ses03F_impro02_F024,sad,2,3.5,2.5,4,5,imp
Ses03F_impro02_F025,sad,1.5,2,2,4,5,imp
Ses03F_impro02_F026,sad,1.5,1.5,1.5,4,5,imp
Ses03F_impro02_F027,sad,2,3,2,4,5,imp
Ses03F_impro02_F028,sad,2,2,1.5,4,5,imp
Ses03F_impro02_F029,sad,1.5,2.5,1.5,4,5,imp
Ses03F_impro02_F030,xxx,1.5,2.5,2,0,5,imp
Ses03F_impro02_F031,sad,3.5,2.5,3,4,5,imp
Ses03F_impro02_F032,sad,2,2.5,1,4,5,imp
Ses03F_impro02_F033,xxx,2,2.5,2,0,5,imp
Ses03F_impro02_F034,sad,3,3.5,2,4,5,imp
Ses03F_impro02_F035,sad,3,3.5,2,4,5,imp
Ses03F_impro02_F036,sad,1.5,2,1.5,4,5,imp
Ses03F_impro02_F037,sad,2,2.5,1.5,4,5,imp
Ses03F_impro02_F038,sad,1.5,2.5,1.5,4,5,imp
Ses03F_impro02_F039,sad,1.5,2,2,4,5,imp
Ses03F_impro02_F040,sad,2,3,1.5,4,5,imp
Ses03F_impro02_F041,sad,1.5,2,1.5,4,5,imp
Ses03F_impro02_F042,sad,1.5,2,1,4,5,imp
Ses03F_impro02_F043,sad,2,2.5,2,4,5,imp
Ses03F_impro02_M000,neu,2.5,2,2,1,6,imp
Ses03F_impro02_M001,hap,4,2.5,2.5,2,6,imp
Ses03F_impro02_M002,xxx,3.5,2.5,1.5,0,6,imp
Ses03F_impro02_M003,xxx,4,2,1.5,0,6,imp
Ses03F_impro02_M004,sur,1.5,3.5,2,6,6,imp
Ses03F_impro02_M005,sur,1.5,4,2,6,6,imp
Ses03F_impro02_M006,fru,1.5,3.5,2.5,9,6,imp
Ses03F_impro02_M007,ang,1.5,4,2,3,6,imp
Ses03F_impro02_M008,xxx,2,3.5,2,0,6,imp
Ses03F_impro02_M009,fru,2,3,1.5,9,6,imp
Ses03F_impro02_M010,fru,2,3.5,2.5,9,6,imp
Ses03F_impro02_M011,fru,1.5,3,2.5,9,6,imp
Ses03F_impro02_M012,fru,1.5,2.5,2,9,6,imp
Ses03F_impro02_M013,xxx,2,3,2,0,6,imp
Ses03F_impro02_M014,sad,1.5,3.5,1.5,4,6,imp
Ses03F_impro02_M015,fru,1.5,2,2.5,9,6,imp
Ses03F_impro02_M016,sad,2,2.5,2,4,6,imp
Ses03F_impro02_M017,sad,2,2,2,4,6,imp
Ses03F_impro02_M018,sad,2,3,2,4,6,imp
Ses03F_impro02_M019,sad,2,2,1.5,4,6,imp
Ses03F_impro02_M020,sad,1.5,2,2,4,6,imp
Ses03F_impro02_M021,sad,1.5,2.5,1.5,4,6,imp
Ses03F_impro02_M022,fru,2,2.5,2,9,6,imp
Ses03F_impro02_M023,xxx,2,3,2.5,0,6,imp
Ses03F_impro02_M024,sad,2,2,3,4,6,imp
Ses03F_impro02_M025,sad,1.5,2.5,2.5,4,6,imp
Ses03F_impro02_M026,xxx,2,3,3,0,6,imp
Ses03F_impro02_M027,ang,2,3.5,2.5,3,6,imp
Ses03F_impro02_M028,sad,1.5,2,2,4,6,imp
Ses03F_impro02_M029,sad,1.5,2,2,4,6,imp
